"_id","城市","城市_","省份","省份_"
"643e3b3441bbf2c91504bc64","秀英","xiuying","海南","hainan"
"643e3b3441bbf2c91504bc65","美兰","meilan","海南","hainan"
"643e3b3441bbf2c91504bc66","乐东黎族","ledong","海南","hainan"
"643e3b3441bbf2c91504bc67","临高","lingao","海南","hainan"
"643e3b3441bbf2c91504bc68","陵水","lingshui","海南","hainan"
"643e3b3441bbf2c91504bc69","南沙岛","nanshadao","海南","hainan"
"643e3b3441bbf2c91504bc6a","琼海","qionghai","海南","hainan"
"643e3b3441bbf2c91504bc6b","琼中","qiongzhong","海南","hainan"
"643e3b3441bbf2c91504bc6c","三沙","sansha","海南","hainan"
"643e3b3441bbf2c91504bc6d","三亚","sanya","海南","hainan"
"643e3b3441bbf2c91504bc6e","海棠","haitangqu","海南","hainan"
"643e3b3441bbf2c91504bc6f","吉阳","jiyangqu","海南","hainan"
"643e3b3441bbf2c91504bc70","天涯","tianyaqu","海南","hainan"
"643e3b3441bbf2c91504bc71","崖州","yazhouqu","海南","hainan"
"643e3b3441bbf2c91504bc72","屯昌","tunchang","海南","hainan"
"643e3b3441bbf2c91504bc73","万宁","wanning","海南","hainan"
"643e3b3441bbf2c91504bc74","文昌","wenchang","海南","hainan"
"643e3b3441bbf2c91504bc75","五指山","wuzhishan","海南","hainan"
"643e3b3441bbf2c91504bc76","西沙","xisha","海南","hainan"
"643e3b3441bbf2c91504bc77","保定","baoding","河北","hebei"
"643e3b3441bbf2c91504bc78","满城","mancheng","河北","hebei"
"643e3b3441bbf2c91504bc79","阜平","fuping","河北","hebei"
"643e3b3441bbf2c91504bc7a","徐水","xushui","河北","hebei"
"643e3b3441bbf2c91504bc7b","唐县","tangxian","河北","hebei"
"643e3b3441bbf2c91504bc7c","高阳","gaoyang","河北","hebei"
"643e3b3441bbf2c91504bc7d","容城","rongcheng","河北","hebei"
"643e3b3441bbf2c91504bc7e","莲池","lianchi","河北","hebei"
"643e3b3441bbf2c91504bc7f","涞源","laiyuan","河北","hebei"
"643e3b3441bbf2c91504bc80","望都","wangdu","河北","hebei"
"643e3b3441bbf2c91504bc81","安新","anxin","河北","hebei"
"643e3b3441bbf2c91504bc82","易县","yixian1","河北","hebei"
"643e3b3441bbf2c91504bc83","曲阳","quyang","河北","hebei"
"643e3b3441bbf2c91504bc84","蠡县","lixian","河北","hebei"
"643e3b3441bbf2c91504bc85","顺平","shunping","河北","hebei"
"643e3b3441bbf2c91504bc86","雄县","xiongxian","河北","hebei"
"643e3b3441bbf2c91504bc87","涿州","zhuozhou","河北","hebei"
"643e3b3441bbf2c91504bc88","定州","dingzhou","河北","hebei"
"643e3b3441bbf2c91504bc89","安国","anguo","河北","hebei"
"643e3b3441bbf2c91504bc8a","高碑店","gaobeidian","河北","hebei"
"643e3b3441bbf2c91504bc8b","涞水","laishui","河北","hebei"
"643e3b3441bbf2c91504bc8c","定兴","dingxing","河北","hebei"
"643e3b3441bbf2c91504bc8d","清苑","qingyuan1","河北","hebei"
"643e3b3441bbf2c91504bc8e","博野","boye","河北","hebei"
"643e3b3441bbf2c91504bc8f","竞秀","jingxiu","河北","hebei"
"643e3b3441bbf2c91504bc90","北市","beishiqu","河北","hebei"
"643e3b3441bbf2c91504bc91","南市","nanshiqu","河北","hebei"
"643e3b3441bbf2c91504bc92","沧州","cangzhou","河北","hebei"
"643e3b3441bbf2c91504bc93","青县","qingxian","河北","hebei"
"643e3b3441bbf2c91504bc94","东光","dongguang","河北","hebei"
"643e3b3441bbf2c91504bc95","海兴","haixing","河北","hebei"
"643e3b3441bbf2c91504bc96","盐山","yanshan","河北","hebei"
"643e3b3441bbf2c91504bc97","肃宁","suning","河北","hebei"
"643e3b3441bbf2c91504bc98","南皮","nanpi","河北","hebei"
"643e3b3441bbf2c91504bc99","吴桥","wuqiao","河北","hebei"
"643e3b3441bbf2c91504bc9a","献县","xianxian","河北","hebei"
"643e3b3441bbf2c91504bc9b","孟村","mengcun","河北","hebei"
"643e3b3441bbf2c91504bc9c","泊头","botou","河北","hebei"
"643e3b3441bbf2c91504bc9d","任丘","renqiu","河北","hebei"
"643e3b3441bbf2c91504bc9e","黄骅","huanghua","河北","hebei"
"643e3b3441bbf2c91504bc9f","河间","hejian","河北","hebei"
"643e3b3441bbf2c91504bca0","沧县","cangxian","河北","hebei"
"643e3b3441bbf2c91504bca1","沧州新华","cangzhouxinhuaqu","河北","hebei"
"643e3b3441bbf2c91504bca2","运河","yunhequ","河北","hebei"
"643e3b3441bbf2c91504bca3","承德","chengde","河北","hebei"
"643e3b3441bbf2c91504bca4","承德县","chengdexian","河北","hebei"
"643e3b3441bbf2c91504bca5","兴隆","xinglong","河北","hebei"
"643e3b3441bbf2c91504bca6","平泉","pingquan","河北","hebei"
"643e3b3441bbf2c91504bca7","滦平","luanping","河北","hebei"
"643e3b3441bbf2c91504bca8","隆化","longhua","河北","hebei"
"643e3b3441bbf2c91504bca9","丰宁","fengning","河北","hebei"
"643e3b3441bbf2c91504bcaa","宽城满族","kuanchengmanzu","河北","hebei"
"643e3b3441bbf2c91504bcab","围场","weichang","河北","hebei"
"643e3b3441bbf2c91504bcac","双桥","shuangqiaoqu","河北","hebei"
"643e3b3441bbf2c91504bcad","双滦","shuangluanqu","河北","hebei"
"643e3b3441bbf2c91504bcae","鹰手营子矿","yingshouying","河北","hebei"
"643e3b3441bbf2c91504bcaf","邯郸","handan","河北","hebei"
"643e3b3441bbf2c91504bcb0","邯郸","handan","河北","hebei"
"643e3b3441bbf2c91504bcb1","峰峰","fengfeng","河北","hebei"
"643e3b3441bbf2c91504bcb2","临漳","linzhang","河北","hebei"
"643e3b3441bbf2c91504bcb3","成安","chengan","河北","hebei"
"643e3b3441bbf2c91504bcb4","大名","daming","河北","hebei"
"643e3b3441bbf2c91504bcb5","涉县","shexian","河北","hebei"
"643e3b3441bbf2c91504bcb6","磁县","cixian","河北","hebei"
"643e3b3441bbf2c91504bcb7","肥乡","feixiang","河北","hebei"
"643e3b3441bbf2c91504bcb8","永年","yongnian","河北","hebei"
"643e3b3441bbf2c91504bcb9","邱县","qiuxian","河北","hebei"
"643e3b3441bbf2c91504bcba","鸡泽","jize","河北","hebei"
"643e3b3441bbf2c91504bcbb","广平","guangping","河北","hebei"
"643e3b3441bbf2c91504bcbc","馆陶","guantao","河北","hebei"
"643e3b3441bbf2c91504bcbd","魏县","weixian","河北","hebei"
"643e3b3441bbf2c91504bcbe","曲周","quzhou","河北","hebei"
"643e3b3441bbf2c91504bcbf","武安","wuan","河北","hebei"
"643e3b3441bbf2c91504bcc0","邯山","hanshanqu","河北","hebei"
"643e3b3441bbf2c91504bcc1","丛台","congtaiqu","河北","hebei"
"643e3b3441bbf2c91504bcc2","复兴","fuxingqu","河北","hebei"
"643e3b3441bbf2c91504bcc3","衡水","hengshui","河北","hebei"
"643e3b3441bbf2c91504bcc4","枣强","zaoqiang","河北","hebei"
"643e3b3441bbf2c91504bcc5","武邑","wuyi","河北","hebei"
"643e3b3441bbf2c91504bcc6","武强","wuqiang","河北","hebei"
"643e3b3441bbf2c91504bcc7","饶阳","raoyang","河北","hebei"
"643e3b3441bbf2c91504bcc8","安平","anping","河北","hebei"
"643e3b3441bbf2c91504bcc9","故城","gucheng","河北","hebei"
"643e3b3441bbf2c91504bcca","景县","jingxian","河北","hebei"
"643e3b3441bbf2c91504bccb","阜城","fucheng","河北","hebei"
"643e3b3441bbf2c91504bccc","冀州","jizhou","河北","hebei"
"643e3b3441bbf2c91504bccd","深州","shenzhou","河北","hebei"
"643e3b3441bbf2c91504bcce","桃城","taochengqu","河北","hebei"
"643e3b3441bbf2c91504bccf","廊坊","langfang","河北","hebei"
"643e3b3441bbf2c91504bcd0","固安","guan","河北","hebei"
"643e3b3441bbf2c91504bcd1","永清","yongqing","河北","hebei"
"643e3b3441bbf2c91504bcd2","香河","xianghe","河北","hebei"
"643e3b3441bbf2c91504bcd3","大城","dacheng","河北","hebei"
"643e3b3441bbf2c91504bcd4","文安","wenan","河北","hebei"
"643e3b3441bbf2c91504bcd5","大厂","dachang","河北","hebei"
"643e3b3441bbf2c91504bcd6","霸州","bazhou","河北","hebei"
"643e3b3441bbf2c91504bcd7","三河","sanhe","河北","hebei"
"643e3b3441bbf2c91504bcd8","秦皇岛","qinhuangdao","河北","hebei"
"643e3b3441bbf2c91504bcd9","青龙","qinglong","河北","hebei"
"643e3b3441bbf2c91504bcda","昌黎","changli","河北","hebei"
"643e3b3441bbf2c91504bcdb","抚宁","funing","河北","hebei"
"643e3b3441bbf2c91504bcdc","卢龙","lulong","河北","hebei"
"643e3b3441bbf2c91504bcdd","北戴河","beidaihe","河北","hebei"
"643e3b3441bbf2c91504bcde","海港","haigangqu","河北","hebei"
"643e3b3441bbf2c91504bcdf","山海关","shanhaiguanqu","河北","hebei"
"643e3b3441bbf2c91504bce0","石家庄","shijiazhuang","河北","hebei"
"643e3b3441bbf2c91504bce1","井陉","jingxing","河北","hebei"
"643e3b3441bbf2c91504bce2","正定","zhengding","河北","hebei"
"643e3b3441bbf2c91504bce3","栾城","luancheng","河北","hebei"
"643e3b3441bbf2c91504bce4","行唐","xingtang","河北","hebei"
"643e3b3441bbf2c91504bce5","灵寿","lingshou","河北","hebei"
"643e3b3441bbf2c91504bce6","高邑","gaoyi","河北","hebei"
"643e3b3441bbf2c91504bce7","深泽","shenze","河北","hebei"
"643e3b3441bbf2c91504bce8","赞皇","zanhuang","河北","hebei"
"643e3b3441bbf2c91504bce9","无极","wuji","河北","hebei"
"643e3b3441bbf2c91504bcea","平山","pingshan","河北","hebei"
"643e3b3441bbf2c91504bceb","元氏","yuanshi","河北","hebei"
"643e3b3441bbf2c91504bcec","赵县","zhaoxian","河北","hebei"
"643e3b3441bbf2c91504bced","辛集","xinji","河北","hebei"
"643e3b3441bbf2c91504bcee","藁城","gaocheng","河北","hebei"
"643e3b3441bbf2c91504bcef","晋州","jinzhou2","河北","hebei"
"643e3b3441bbf2c91504bcf0","新乐","xinle","河北","hebei"
"643e3b3441bbf2c91504bcf1","鹿泉","luquan1","河北","hebei"
"643e3b3441bbf2c91504bcf2","长安","changanqu","河北","hebei"
"643e3b3441bbf2c91504bcf3","石家庄桥东","shijiazhuangqiaodongqu","河北","hebei"
"643e3b3441bbf2c91504bcf4","桥西","qiaoxiqu","河北","hebei"
"643e3b3441bbf2c91504bcf5","新华","xinhuaqu","河北","hebei"
"643e3b3441bbf2c91504bcf6","井陉矿","jingxingkuangqu","河北","hebei"
"643e3b3441bbf2c91504bcf7","裕华","yuhuaqu","河北","hebei"
"643e3b3441bbf2c91504bcf8","唐山","tangshan","河北","hebei"
"643e3b3441bbf2c91504bcf9","丰南","fengnan","河北","hebei"
"643e3b3441bbf2c91504bcfa","丰润","fengrun","河北","hebei"
"643e3b3441bbf2c91504bcfb","滦县","luanxian","河北","hebei"
"643e3b3441bbf2c91504bcfc","滦南","luannan","河北","hebei"
"643e3b3441bbf2c91504bcfd","乐亭","laoting","河北","hebei"
"643e3b3441bbf2c91504bcfe","迁西","qianxi","河北","hebei"
"643e3b3441bbf2c91504bcff","玉田","yutian","河北","hebei"
"643e3b3441bbf2c91504bd00","唐海","tanghai","河北","hebei"
"643e3b3441bbf2c91504bd01","遵化","zunhua","河北","hebei"
"643e3b3441bbf2c91504bd02","迁安","qianan1","河北","hebei"
"643e3b3441bbf2c91504bd03","曹妃甸","caofeidian","河北","hebei"
"643e3b3441bbf2c91504bd04","京唐港","jingtanggang","河北","hebei"
"643e3b3441bbf2c91504bd05","路南","lunan","河北","hebei"
"643e3b3441bbf2c91504bd06","古冶","guyequ","河北","hebei"
"643e3b3441bbf2c91504bd07","开平","kaipingqu","河北","hebei"
"643e3b3441bbf2c91504bd08","路北","lubei","河北","hebei"
"643e3b3441bbf2c91504bd09","邢台","xingtai","河北","hebei"
"643e3b3441bbf2c91504bd0a","临城","lincheng","河北","hebei"
"643e3b3441bbf2c91504bd0b","内丘","neiqiu","河北","hebei"
"643e3b3441bbf2c91504bd0c","柏乡","baixiang","河北","hebei"
"643e3b3441bbf2c91504bd0d","隆尧","longyao","河北","hebei"
"643e3b3441bbf2c91504bd0e","南和","nanhe","河北","hebei"
"643e3b3441bbf2c91504bd0f","宁晋","ningjin","河北","hebei"
"643e3b3441bbf2c91504bd10","巨鹿","julu","河北","hebei"
"643e3b3441bbf2c91504bd11","新河","xinhe","河北","hebei"
"643e3b3441bbf2c91504bd12","广宗","guangzong","河北","hebei"
"643e3b3441bbf2c91504bd13","平乡","pingxiang","河北","hebei"
"643e3b3441bbf2c91504bd14","威县","weixian1","河北","hebei"
"643e3b3441bbf2c91504bd15","清河","qinghe","河北","hebei"
"643e3b3441bbf2c91504bd16","临西","linxi1","河北","hebei"
"643e3b3441bbf2c91504bd17","南宫","nangong","河北","hebei"
"643e3b3441bbf2c91504bd18","沙河","shahe","河北","hebei"
"643e3b3441bbf2c91504bd19","任县","renxian","河北","hebei"
"643e3b3441bbf2c91504bd1a","桥东","qiaodongqu","河北","hebei"
"643e3b3441bbf2c91504bd1b","信都区","xingtaiqiaoxiqu","河北","hebei"
"643e3b3441bbf2c91504bd1c","张家口","zhangjiakou","河北","hebei"
"643e3b3441bbf2c91504bd1d","宣化","xuanhua","河北","hebei"
"643e3b3441bbf2c91504bd1e","张北","zhangbei","河北","hebei"
"643e3b3441bbf2c91504bd1f","康保","kangbao","河北","hebei"
"643e3b3441bbf2c91504bd20","沽源","guyuan","河北","hebei"
"643e3b3441bbf2c91504bd21","尚义","shangyi","河北","hebei"
"643e3b3441bbf2c91504bd22","蔚县","yuxian1","河北","hebei"
"643e3b3441bbf2c91504bd23","阳原","yangyuan","河北","hebei"
"643e3b3441bbf2c91504bd24","怀安","huaian","河北","hebei"
"643e3b3441bbf2c91504bd25","万全","wanquan","河北","hebei"
"643e3b3441bbf2c91504bd26","怀来","huailai","河北","hebei"
"643e3b3441bbf2c91504bd27","涿鹿","zhuolu","河北","hebei"
"643e3b3441bbf2c91504bd28","赤城","chicheng","河北","hebei"
"643e3b3441bbf2c91504bd29","崇礼","chongli","河北","hebei"
"643e3b3441bbf2c91504bd2a","张家口桥东","zhangjiakouqiaodong","河北","hebei"
"643e3b3441bbf2c91504bd2b","张家口桥西","zhangjiakouqiaoxiqu","河北","hebei"
"643e3b3441bbf2c91504bd2c","下花园","xiahuayuanqu","河北","hebei"
"643e3b3441bbf2c91504bd2d","大庆","daqing","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd2e","林甸","lindian","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd2f","肇州","zhaozhou","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd30","肇源","zhaoyuan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd31","杜尔伯特","duerbote","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd32","萨尔图","saertuqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd33","龙凤","longfengqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd34","让胡路","ranghuluqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd35","红岗","honggangqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd36","大同","daqingdatong","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd37","大兴安岭","daxinganling","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd38","塔河","tahe","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd39","漠河","mohe","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd3a","呼玛","huma","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd3b","新林","xinlin","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd3c","加格达奇","jiagedaqi","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd3d","哈尔滨","haerbin","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd3e","双城","shuangcheng","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd3f","呼兰","hulan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd40","阿城","acheng","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd41","宾县","binxian","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd42","依兰","yilan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd43","巴彦","bayan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd44","通河","tonghe","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd45","方正","fangzheng","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd46","延寿","yanshou","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd47","尚志","shangzhi","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd48","五常","wuchang","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd49","木兰","mulan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd4a","道外","daowaiqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd4b","道里","daoliqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd4c","香坊","xiangfangqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd4d","松北","songbeiqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd4e","平房","pingfangqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd4f","南岗","nangangqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd50","鹤岗","hegang","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd51","绥滨","suibin","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd52","萝北","luobei","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd53","南山","hegangnansanqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd54","向阳","hegangxiangyang","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd55","东山","dongshanqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd56","兴山","xingshanqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd57","兴安","xinganqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd58","工农","gongnongqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd59","黑河","heihe","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd5a","嫩江","nenjiang","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd5b","孙吴","sunwu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd5c","逊克","xunke","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd5d","五大连池","wudalianchi","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd5e","北安","beian","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd5f","爱辉","aihui","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd60","佳木斯","jiamusi","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd61","汤原","tangyuan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd62","抚远","fuyuan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd63","桦川","huachuan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd64","桦南","huanan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd65","同江","tongjiang","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd66","富锦","fujin","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd67","向阳区","xiangyangqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd68","前进","qianjinqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd69","东风","dongfengqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd6a","鸡西","jixi","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd6b","虎林","hulin","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd6c","密山","mishan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd6d","鸡东","jidong","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd6e","鸡冠","jiguanqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd6f","恒山","hengshanqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd70","滴道","didaoqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd71","城子河","chengzihequ","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd72","麻山","mashanqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd73","梨树","lishuqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd74","牡丹江","mudanjiang","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd75","海林","hailin","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd76","穆棱","muling","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd77","林口","linkou","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd78","绥芬河","suifenhe","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd79","宁安","ningan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd7a","东宁","dongning","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd7b","阳明","yangmingqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd7c","爱民","aiminqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd7d","东安","donganqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd7e","齐齐哈尔","qiqihaer","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd7f","讷河","nehe","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd80","龙江","longjiang","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd81","甘南","gannan1","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd82","富裕","fuyu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd83","依安","yian","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd84","拜泉","baiquan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd85","克山","keshan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd86","克东","kedong","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd87","泰来","tailai","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd88","建华","jianhuaqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd89","富拉尔基","fularjiqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd8a","昂昂溪","angangxiqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd8b","铁锋","tiefengqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd8c","碾子山","nianzishanqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd8d","梅里斯达斡尔族","meilisidawoerzuqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd8e","龙沙","longshaqv","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd8f","七台河","qitaihe","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd90","勃利","boli","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd91","桃山","taoshanqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd92","新兴","xinxingqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd93","茄子河","qiezihequ","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd94","双鸭山","shuangyashan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd95","集贤","jixian1","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd96","宝清","baoqing","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd97","饶河","raohe","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd98","友谊","youyi","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd99","尖山","jianshanqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd9a","岭东","lingdongqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd9b","四方台","sifangtaiqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd9c","绥化","suihua","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd9d","肇东","zhaodong","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd9e","安达","anda","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bd9f","海伦","hailun","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bda0","明水","mingshui","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bda1","望奎","wangkui","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bda2","兰西","lanxi","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bda3","青冈","qinggang","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bda4","庆安","qingan","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bda5","绥棱","suiling","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bda6","北林区","beilinqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bda7","伊春","yichun","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bda8","乌伊岭","wuyiling","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bda9","五营","wuying","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdaa","铁力","tieli","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdab","嘉荫","jiayin","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdac","南岔","nanchaqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdad","友好","youhaoqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdae","西林","xilinqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdaf","翠峦","cuiluanqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdb0","新青","xinqingqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdb1","美溪","meixiqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdb2","金山屯","jinshantunqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdb3","乌马河","wumahequ","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdb4","汤旺河","tangwanghequ","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdb5","带岭","dailingqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdb6","红星","hongxingqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdb7","上甘岭","shangganlingqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdb8","伊春区","yichunqu","黑龙江","heilongjiang"
"643e3b3441bbf2c91504bdb9","安阳","anyang","河南","henan"
"643e3b3441bbf2c91504bdba","汤阴","tangyin","河南","henan"
"643e3b3441bbf2c91504bdbb","滑县","huaxian1","河南","henan"
"643e3b3441bbf2c91504bdbc","内黄","neihuang","河南","henan"
"643e3b3441bbf2c91504bdbd","林州","linzhou","河南","henan"
"643e3b3441bbf2c91504bdbe","文峰","wenfengqu","河南","henan"
"643e3b3441bbf2c91504bdbf","北关","beiguanqu","河南","henan"
"643e3b3441bbf2c91504bdc0","殷都","yinduqu","河南","henan"
"643e3b3441bbf2c91504bdc1","龙安","longanqu","河南","henan"
"643e3b3441bbf2c91504bdc2","安阳县","anyangxian","河南","henan"
"643e3b3441bbf2c91504bdc3","鹤壁","hebi","河南","henan"
"643e3b3441bbf2c91504bdc4","浚县","xunxian","河南","henan"
"643e3b3441bbf2c91504bdc5","淇县","qixian2","河南","henan"
"643e3b3441bbf2c91504bdc6","鹤山","heshanqu1","河南","henan"
"643e3b3441bbf2c91504bdc7","山城","shanchengqu","河南","henan"
"643e3b3441bbf2c91504bdc8","淇滨","qibinqu","河南","henan"
"643e3b3441bbf2c91504bdc9","焦作","jiaozuo","河南","henan"
"643e3b3441bbf2c91504bdca","修武","xiuwu","河南","henan"
"643e3b3441bbf2c91504bdcb","武陟","wuzhi","河南","henan"
"643e3b3441bbf2c91504bdcc","沁阳","qinyang","河南","henan"
"643e3b3441bbf2c91504bdcd","博爱","boai","河南","henan"
"643e3b3441bbf2c91504bdce","温县","wenxian1","河南","henan"
